shdL_X,shdL_Y,shdL_Z,shdR_X,shdR_Y,shdR_Z,wstL_X,wstL_Y,wstL_Z,wstR_X,wstR_Y,wstR_Z,elbL_X,elbL_Y,elbL_Z,elbR_X,elbR_Y,elbR_Z,t3L_X,t3L_Y,t3L_Z,t3R_X,t3R_Y,t3R_Z,t4L_X,t4L_Y,t4L_Z,t4R_X,t4R_Y,t4R_Z,t5L_X,t5L_Y,t5L_Z,t5R_X,t5R_Y,t5R_Z,mcp3L_X,mcp3L_Y,mcp3L_Z,mcp3R_X,mcp3R_Y,mcp3R_Z,mcp4L_X,mcp4L_Y,mcp4L_Z,mcp4R_X,mcp4R_Y,mcp4R_Z,mcp5L_X,mcp5L_Y,mcp5L_Z,mcp5R_X,mcp5R_Y,mcp5R_Z,ankL_X,ankL_Y,ankL_Z,ankR_X,ankR_Y,ankR_Z,lmb_X,lmb_Y,lmb_Z,str_X,str_Y,str_Z
2.5,0,-0.05,2.5,0,0.05,2.5,-13.89840624,-48.07951493,2.5,-13.89840624,48.07951493,1.25,-6.94920312,-24.06475746,1.25,-6.94920312,24.06475746,2.5,-27.79681248,-96.10902985,2.5,-27.79681248,96.10902985,-2.5,-27.79681248,-96.10902985,-2.5,-27.79681248,96.10902985,-2.5,-13.89840624,-48.07951493,-2.5,-13.89840624,48.07951493,2.5,-20.84760936,-72.09427239,2.5,-20.84760936,72.09427239,0,-20.84760936,-72.09427239,0,-20.84760936,72.09427239,0,-13.89840624,-48.07951493,0,-13.89840624,48.07951493,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-15.63187155,-47.54362686,2.5,-15.63187155,47.54362686,1.25,-7.815935775,-23.79681343,1.25,-7.815935775,23.79681343,2.5,-31.2637431,-95.03725371,2.5,-31.2637431,95.03725371,-2.5,-31.2637431,-95.03725371,-2.5,-31.2637431,95.03725371,-2.5,-15.63187155,-47.54362686,-2.5,-15.63187155,47.54362686,2.5,-23.44780732,-71.29044028,2.5,-23.44780732,71.29044028,0,-23.44780732,-71.29044028,0,-23.44780732,71.29044028,0,-15.63187155,-47.54362686,0,-15.63187155,47.54362686,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-17.30747664,-46.95896772,2.5,-17.30747664,46.95896772,1.25,-8.65373832,-23.50448386,1.25,-8.65373832,23.50448386,2.5,-34.61495328,-93.86793544,2.5,-34.61495328,93.86793544,-2.5,-34.61495328,-93.86793544,-2.5,-34.61495328,93.86793544,-2.5,-17.30747664,-46.95896772,-2.5,-17.30747664,46.95896772,2.5,-25.96121496,-70.41345158,2.5,-25.96121496,70.41345158,0,-25.96121496,-70.41345158,0,-25.96121496,70.41345158,0,-17.30747664,-46.95896772,0,-17.30747664,46.95896772,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-18.92039635,-46.33194683,2.5,-18.92039635,46.33194683,1.25,-9.460198173,-23.19097341,1.25,-9.460198173,23.19097341,2.5,-37.84079269,-92.61389365,2.5,-37.84079269,92.61389365,-2.5,-37.84079269,-92.61389365,-2.5,-37.84079269,92.61389365,-2.5,-18.92039635,-46.33194683,-2.5,-18.92039635,46.33194683,2.5,-28.38059452,-69.47292024,2.5,-28.38059452,69.47292024,0,-28.38059452,-69.47292024,0,-28.38059452,69.47292024,0,-18.92039635,-46.33194683,0,-18.92039635,46.33194683,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-20.46641139,-45.66935998,2.5,-20.46641139,45.66935998,1.25,-10.2332057,-22.85967999,1.25,-10.2332057,22.85967999,2.5,-40.93282279,-91.28871995,2.5,-40.93282279,91.28871995,-2.5,-40.93282279,-91.28871995,-2.5,-40.93282279,91.28871995,-2.5,-20.46641139,-45.66935998,-2.5,-20.46641139,45.66935998,2.5,-30.69961709,-68.47903997,2.5,-30.69961709,68.47903997,0,-30.69961709,-68.47903997,0,-30.69961709,68.47903997,0,-20.46641139,-45.66935998,0,-20.46641139,45.66935998,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-21.94191956,-44.97830028,2.5,-21.94191956,44.97830028,1.25,-10.97095978,-22.51415014,1.25,-10.97095978,22.51415014,2.5,-43.88383913,-89.90660056,2.5,-43.88383913,89.90660056,-2.5,-43.88383913,-89.90660056,-2.5,-43.88383913,89.90660056,-2.5,-21.94191956,-44.97830028,-2.5,-21.94191956,44.97830028,2.5,-32.91287935,-67.44245042,2.5,-32.91287935,67.44245042,0,-32.91287935,-67.44245042,0,-32.91287935,67.44245042,0,-21.94191956,-44.97830028,0,-21.94191956,44.97830028,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-23.34393467,-44.26606851,2.5,-23.34393467,44.26606851,1.25,-11.67196733,-22.15803425,1.25,-11.67196733,22.15803425,2.5,-46.68786933,-88.48213701,2.5,-46.68786933,88.48213701,-2.5,-46.68786933,-88.48213701,-2.5,-46.68786933,88.48213701,-2.5,-23.34393467,-44.26606851,-2.5,-23.34393467,44.26606851,2.5,-35.015902,-66.37410276,2.5,-35.015902,66.37410276,0,-35.015902,-66.37410276,0,-35.015902,66.37410276,0,-23.34393467,-44.26606851,0,-23.34393467,44.26606851,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-24.67007376,-43.54008462,2.5,-24.67007376,43.54008462,1.25,-12.33503688,-21.79504231,1.25,-12.33503688,21.79504231,2.5,-49.34014753,-87.03016924,2.5,-49.34014753,87.03016924,-2.5,-49.34014753,-87.03016924,-2.5,-49.34014753,87.03016924,-2.5,-24.67007376,-43.54008462,-2.5,-24.67007376,43.54008462,2.5,-37.00511065,-65.28512693,2.5,-37.00511065,65.28512693,0,-37.00511065,-65.28512693,0,-37.00511065,65.28512693,0,-24.67007376,-43.54008462,0,-24.67007376,43.54008462,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-25.91853345,-42.80780191,2.5,-25.91853345,42.80780191,1.25,-12.95926672,-21.42890095,1.25,-12.95926672,21.42890095,2.5,-51.8370669,-85.56560381,2.5,-51.8370669,85.56560381,-2.5,-51.8370669,-85.56560381,-2.5,-51.8370669,85.56560381,-2.5,-25.91853345,-42.80780191,-2.5,-25.91853345,42.80780191,2.5,-38.87780017,-64.18670286,2.5,-38.87780017,64.18670286,0,-38.87780017,-64.18670286,0,-38.87780017,64.18670286,0,-25.91853345,-42.80780191,0,-25.91853345,42.80780191,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-27.08805617,-42.07662505,2.5,-27.08805617,42.07662505,1.25,-13.54402809,-21.06331252,1.25,-13.54402809,21.06331252,2.5,-54.17611234,-84.1032501,2.5,-54.17611234,84.1032501,-2.5,-54.17611234,-84.1032501,-2.5,-54.17611234,84.1032501,-2.5,-27.08805617,-42.07662505,-2.5,-27.08805617,42.07662505,2.5,-40.63208426,-63.08993757,2.5,-40.63208426,63.08993757,0,-40.63208426,-63.08993757,0,-40.63208426,63.08993757,0,-27.08805617,-42.07662505,0,-27.08805617,42.07662505,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-28.17788781,-41.35383322,2.5,-28.17788781,41.35383322,1.25,-14.08894391,-20.70191661,1.25,-14.08894391,20.70191661,2.5,-56.35577563,-82.65766643,2.5,-56.35577563,82.65766643,-2.5,-56.35577563,-82.65766643,-2.5,-56.35577563,82.65766643,-2.5,-28.17788781,-41.35383322,-2.5,-28.17788781,41.35383322,2.5,-42.26683172,-62.00574983,2.5,-42.26683172,62.00574983,0,-42.26683172,-62.00574983,0,-42.26683172,62.00574983,0,-28.17788781,-41.35383322,0,-28.17788781,41.35383322,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-29.18772789,-40.64650897,2.5,-29.18772789,40.64650897,1.25,-14.59386394,-20.34825449,1.25,-14.59386394,20.34825449,2.5,-58.37545578,-81.24301794,2.5,-58.37545578,81.24301794,-2.5,-58.37545578,-81.24301794,-2.5,-58.37545578,81.24301794,-2.5,-29.18772789,-40.64650897,-2.5,-29.18772789,40.64650897,2.5,-43.78159183,-60.94476346,2.5,-43.78159183,60.94476346,0,-43.78159183,-60.94476346,0,-43.78159183,60.94476346,0,-29.18772789,-40.64650897,0,-29.18772789,40.64650897,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-30.1176738,-39.9614736,2.5,-30.1176738,39.9614736,1.25,-15.0588369,-20.0057368,1.25,-15.0588369,20.0057368,2.5,-60.2353476,-79.8729472,2.5,-60.2353476,79.8729472,-2.5,-60.2353476,-79.8729472,-2.5,-60.2353476,79.8729472,-2.5,-30.1176738,-39.9614736,-2.5,-30.1176738,39.9614736,2.5,-45.1765107,-59.9172104,2.5,-45.1765107,59.9172104,0,-45.1765107,-59.9172104,0,-45.1765107,59.9172104,0,-30.1176738,-39.9614736,0,-30.1176738,39.9614736,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-30.96816073,-39.30522922,2.5,-30.96816073,39.30522922,1.25,-15.48408037,-19.67761461,1.25,-15.48408037,19.67761461,2.5,-61.93632146,-78.56045844,2.5,-61.93632146,78.56045844,-2.5,-61.93632146,-78.56045844,-2.5,-61.93632146,78.56045844,-2.5,-30.96816073,-39.30522922,-2.5,-30.96816073,39.30522922,2.5,-46.4522411,-58.93284383,2.5,-46.4522411,58.93284383,0,-46.4522411,-58.93284383,0,-46.4522411,58.93284383,0,-30.96816073,-39.30522922,0,-30.96816073,39.30522922,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-31.73989865,-38.68390782,2.5,-31.73989865,38.68390782,1.25,-15.86994932,-19.36695391,1.25,-15.86994932,19.36695391,2.5,-63.4797973,-77.31781565,2.5,-63.4797973,77.31781565,-2.5,-63.4797973,-77.31781565,-2.5,-63.4797973,77.31781565,-2.5,-31.73989865,-38.68390782,-2.5,-31.73989865,38.68390782,2.5,-47.60984797,-58.00086174,2.5,-47.60984797,58.00086174,0,-47.60984797,-58.00086174,0,-47.60984797,58.00086174,0,-31.73989865,-38.68390782,0,-31.73989865,38.68390782,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-32.43380806,-38.10322712,2.5,-32.43380806,38.10322712,1.25,-16.21690403,-19.07661356,1.25,-16.21690403,19.07661356,2.5,-64.86761613,-76.15645425,2.5,-64.86761613,76.15645425,-2.5,-64.86761613,-76.15645425,-2.5,-64.86761613,76.15645425,-2.5,-32.43380806,-38.10322712,-2.5,-32.43380806,38.10322712,2.5,-48.65071209,-57.12984069,2.5,-48.65071209,57.12984069,0,-48.65071209,-57.12984069,0,-48.65071209,57.12984069,0,-32.43380806,-38.10322712,0,-32.43380806,38.10322712,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.0509559,-37.56845298,2.5,-33.0509559,37.56845298,1.25,-16.52547795,-18.80922649,1.25,-16.52547795,18.80922649,2.5,-66.10191181,-75.08690596,2.5,-66.10191181,75.08690596,-2.5,-66.10191181,-75.08690596,-2.5,-66.10191181,75.08690596,-2.5,-33.0509559,-37.56845298,-2.5,-33.0509559,37.56845298,2.5,-49.57643385,-56.32767947,2.5,-49.57643385,56.32767947,0,-49.57643385,-56.32767947,0,-49.57643385,56.32767947,0,-33.0509559,-37.56845298,0,-33.0509559,37.56845298,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.59249302,-37.084368,2.5,-33.59249302,37.084368,1.25,-16.79624651,-18.567184,1.25,-16.79624651,18.567184,2.5,-67.18498604,-74.11873599,2.5,-67.18498604,74.11873599,-2.5,-67.18498604,-74.11873599,-2.5,-67.18498604,74.11873599,-2.5,-33.59249302,-37.084368,-2.5,-33.59249302,37.084368,2.5,-50.38873953,-55.60155199,2.5,-50.38873953,55.60155199,0,-50.38873953,-55.60155199,0,-50.38873953,55.60155199,0,-33.59249302,-37.084368,0,-33.59249302,37.084368,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.05959456,-36.65524578,2.5,-34.05959456,36.65524578,1.25,-17.02979728,-18.35262289,1.25,-17.02979728,18.35262289,2.5,-68.11918912,-73.26049155,2.5,-68.11918912,73.26049155,-2.5,-68.11918912,-73.26049155,-2.5,-68.11918912,73.26049155,-2.5,-34.05959456,-36.65524578,-2.5,-34.05959456,36.65524578,2.5,-51.08939184,-54.95786866,2.5,-51.08939184,54.95786866,0,-51.08939184,-54.95786866,0,-51.08939184,54.95786866,0,-34.05959456,-36.65524578,0,-34.05959456,36.65524578,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.45340445,-36.28483023,2.5,-34.45340445,36.28483023,1.25,-17.22670223,-18.16741511,1.25,-17.22670223,18.16741511,2.5,-68.90680891,-72.51966045,2.5,-68.90680891,72.51966045,-2.5,-68.90680891,-72.51966045,-2.5,-68.90680891,72.51966045,-2.5,-34.45340445,-36.28483023,-2.5,-34.45340445,36.28483023,2.5,-51.68010668,-54.40224534,2.5,-51.68010668,54.40224534,0,-51.68010668,-54.40224534,0,-51.68010668,54.40224534,0,-34.45340445,-36.28483023,0,-34.45340445,36.28483023,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.774985,-35.9763193,2.5,-34.774985,35.9763193,1.25,-17.3874925,-18.01315965,1.25,-17.3874925,18.01315965,2.5,-69.54996999,-71.9026386,2.5,-69.54996999,71.9026386,-2.5,-69.54996999,-71.9026386,-2.5,-69.54996999,71.9026386,-2.5,-34.774985,-35.9763193,-2.5,-34.774985,35.9763193,2.5,-52.1624775,-53.93947895,2.5,-52.1624775,53.93947895,0,-52.1624775,-53.93947895,0,-52.1624775,53.93947895,0,-34.774985,-35.9763193,0,-34.774985,35.9763193,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.02527257,-35.73235252,2.5,-35.02527257,35.73235252,1.25,-17.51263629,-17.89117626,1.25,-17.51263629,17.89117626,2.5,-70.05054515,-71.41470503,2.5,-70.05054515,71.41470503,-2.5,-70.05054515,-71.41470503,-2.5,-70.05054515,71.41470503,-2.5,-35.02527257,-35.73235252,-2.5,-35.02527257,35.73235252,2.5,-52.53790886,-53.57352877,2.5,-52.53790886,53.57352877,0,-52.53790886,-53.57352877,0,-52.53790886,53.57352877,0,-35.02527257,-35.73235252,0,-35.02527257,35.73235252,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.20504019,-35.55500169,2.5,-35.20504019,35.55500169,1.25,-17.6025201,-17.80250085,1.25,-17.6025201,17.80250085,2.5,-70.41008038,-71.06000339,2.5,-70.41008038,71.06000339,-2.5,-70.41008038,-71.06000339,-2.5,-70.41008038,71.06000339,-2.5,-35.20504019,-35.55500169,-2.5,-35.20504019,35.55500169,2.5,-52.80756029,-53.30750254,2.5,-52.80756029,53.30750254,0,-52.80756029,-53.30750254,0,-52.80756029,53.30750254,0,-35.20504019,-35.55500169,0,-35.20504019,35.55500169,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.31486752,-35.44576433,2.5,-35.31486752,35.44576433,1.25,-17.65743376,-17.74788216,1.25,-17.65743376,17.74788216,2.5,-70.62973504,-70.84152865,2.5,-70.62973504,70.84152865,-2.5,-70.62973504,-70.84152865,-2.5,-70.62973504,70.84152865,-2.5,-35.31486752,-35.44576433,-2.5,-35.31486752,35.44576433,2.5,-52.97230128,-53.14364649,2.5,-52.97230128,53.14364649,0,-52.97230128,-53.14364649,0,-52.97230128,53.14364649,0,-35.31486752,-35.44576433,0,-35.31486752,35.44576433,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.35511895,-35.40555917,2.5,-35.35511895,35.40555917,1.25,-17.67755948,-17.72777958,1.25,-17.67755948,17.72777958,2.5,-70.7102379,-70.76111833,2.5,-70.7102379,70.76111833,-2.5,-70.7102379,-70.76111833,-2.5,-70.7102379,70.76111833,-2.5,-35.35511895,-35.40555917,-2.5,-35.35511895,35.40555917,2.5,-53.03267843,-53.08333875,2.5,-53.03267843,53.08333875,0,-53.03267843,-53.08333875,0,-53.03267843,53.08333875,0,-35.35511895,-35.40555917,0,-35.35511895,35.40555917,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.32593,-35.43472367,2.5,-35.32593,35.43472367,1.25,-17.662965,-17.74236184,1.25,-17.662965,17.74236184,2.5,-70.65186,-70.81944735,2.5,-70.65186,70.81944735,-2.5,-70.65186,-70.81944735,-2.5,-70.65186,70.81944735,-2.5,-35.32593,-35.43472367,-2.5,-35.32593,35.43472367,2.5,-52.988895,-53.12708551,2.5,-52.988895,53.12708551,0,-52.988895,-53.12708551,0,-52.988895,53.12708551,0,-35.32593,-35.43472367,0,-35.32593,35.43472367,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.2272023,-35.53301309,2.5,-35.2272023,35.53301309,1.25,-17.61360115,-17.79150655,1.25,-17.61360115,17.79150655,2.5,-70.45440459,-71.01602619,2.5,-70.45440459,71.01602619,-2.5,-70.45440459,-71.01602619,-2.5,-70.45440459,71.01602619,-2.5,-35.2272023,-35.53301309,-2.5,-35.2272023,35.53301309,2.5,-52.84080345,-53.27451964,2.5,-52.84080345,53.27451964,0,-52.84080345,-53.27451964,0,-52.84080345,53.27451964,0,-35.2272023,-35.53301309,0,-35.2272023,35.53301309,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-35.05860721,-35.69960113,2.5,-35.05860721,35.69960113,1.25,-17.5293036,-17.87480057,1.25,-17.5293036,17.87480057,2.5,-70.11721441,-71.34920226,2.5,-70.11721441,71.34920226,-2.5,-70.11721441,-71.34920226,-2.5,-70.11721441,71.34920226,-2.5,-35.05860721,-35.69960113,-2.5,-35.05860721,35.69960113,2.5,-52.58791081,-53.5244017,2.5,-52.58791081,53.5244017,0,-52.58791081,-53.5244017,0,-52.58791081,53.5244017,0,-35.05860721,-35.69960113,0,-35.05860721,35.69960113,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.81959808,-35.93308222,2.5,-34.81959808,35.93308222,1.25,-17.40979904,-17.99154111,1.25,-17.40979904,17.99154111,2.5,-69.63919616,-71.81616443,2.5,-69.63919616,71.81616443,-2.5,-69.63919616,-71.81616443,-2.5,-69.63919616,71.81616443,-2.5,-34.81959808,-35.93308222,-2.5,-34.81959808,35.93308222,2.5,-52.22939712,-53.87462333,2.5,-52.22939712,53.87462333,0,-52.22939712,-53.87462333,0,-52.22939712,53.87462333,0,-34.81959808,-35.93308222,0,-34.81959808,35.93308222,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.50943091,-36.23147562,2.5,-34.50943091,36.23147562,1.25,-17.25471546,-18.14073781,1.25,-17.25471546,18.14073781,2.5,-69.01886182,-72.41295125,2.5,-69.01886182,72.41295125,-2.5,-69.01886182,-72.41295125,-2.5,-69.01886182,72.41295125,-2.5,-34.50943091,-36.23147562,-2.5,-34.50943091,36.23147562,2.5,-51.76414637,-54.32221343,2.5,-51.76414637,54.32221343,0,-51.76414637,-54.32221343,0,-51.76414637,54.32221343,0,-34.50943091,-36.23147562,0,-34.50943091,36.23147562,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-34.12719301,-36.59223169,2.5,-34.12719301,36.59223169,1.25,-17.06359651,-18.32111585,1.25,-17.06359651,18.32111585,2.5,-68.25438602,-73.13446339,2.5,-68.25438602,73.13446339,-2.5,-68.25438602,-73.13446339,-2.5,-68.25438602,73.13446339,-2.5,-34.12719301,-36.59223169,-2.5,-34.12719301,36.59223169,2.5,-51.19078952,-54.86334754,2.5,-51.19078952,54.86334754,0,-51.19078952,-54.86334754,0,-51.19078952,54.86334754,0,-34.12719301,-36.59223169,0,-34.12719301,36.59223169,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.67183933,-37.01224068,2.5,-33.67183933,37.01224068,1.25,-16.83591967,-18.53112034,1.25,-16.83591967,18.53112034,2.5,-67.34367867,-73.97448136,2.5,-67.34367867,73.97448136,-2.5,-67.34367867,-73.97448136,-2.5,-67.34367867,73.97448136,-2.5,-33.67183933,-37.01224068,-2.5,-33.67183933,37.01224068,2.5,-50.507759,-55.49336102,2.5,-50.507759,55.49336102,0,-50.507759,-55.49336102,0,-50.507759,55.49336102,0,-33.67183933,-37.01224068,0,-33.67183933,37.01224068,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-33.14223573,-37.48784463,2.5,-33.14223573,37.48784463,1.25,-16.57111787,-18.76892232,1.25,-16.57111787,18.76892232,2.5,-66.28447146,-74.92568927,2.5,-66.28447146,74.92568927,-2.5,-66.28447146,-74.92568927,-2.5,-66.28447146,74.92568927,-2.5,-33.14223573,-37.48784463,-2.5,-33.14223573,37.48784463,2.5,-49.7133536,-56.20676695,2.5,-49.7133536,56.20676695,0,-49.7133536,-56.20676695,0,-49.7133536,56.20676695,0,-33.14223573,-37.48784463,0,-33.14223573,37.48784463,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-32.53720843,-38.01485306,2.5,-32.53720843,38.01485306,1.25,-16.26860421,-19.03242653,1.25,-16.26860421,19.03242653,2.5,-65.07441686,-75.97970611,2.5,-65.07441686,75.97970611,-2.5,-65.07441686,-75.97970611,-2.5,-65.07441686,75.97970611,-2.5,-32.53720843,-38.01485306,-2.5,-32.53720843,38.01485306,2.5,-48.80581264,-56.99727959,2.5,-48.80581264,56.99727959,0,-48.80581264,-56.99727959,0,-48.80581264,56.99727959,0,-32.53720843,-38.01485306,0,-32.53720843,38.01485306,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-31.85559881,-38.58856282,2.5,-31.85559881,38.58856282,1.25,-15.92779941,-19.31928141,1.25,-15.92779941,19.31928141,2.5,-63.71119762,-77.12712565,2.5,-63.71119762,77.12712565,-2.5,-63.71119762,-77.12712565,-2.5,-63.71119762,77.12712565,-2.5,-31.85559881,-38.58856282,-2.5,-31.85559881,38.58856282,2.5,-47.78339822,-57.85784423,2.5,-47.78339822,57.85784423,0,-47.78339822,-57.85784423,0,-47.78339822,57.85784423,0,-31.85559881,-38.58856282,0,-31.85559881,38.58856282,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-31.09632245,-39.20378309,2.5,-31.09632245,39.20378309,1.25,-15.54816122,-19.62689154,1.25,-15.54816122,19.62689154,2.5,-62.1926449,-78.35756618,2.5,-62.1926449,78.35756618,-2.5,-62.1926449,-78.35756618,-2.5,-62.1926449,78.35756618,-2.5,-31.09632245,-39.20378309,-2.5,-31.09632245,39.20378309,2.5,-46.64448367,-58.78067463,2.5,-46.64448367,58.78067463,0,-46.64448367,-58.78067463,0,-46.64448367,58.78067463,0,-31.09632245,-39.20378309,0,-31.09632245,39.20378309,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-30.25843126,-39.85486576,2.5,-30.25843126,39.85486576,1.25,-15.12921563,-19.95243288,1.25,-15.12921563,19.95243288,2.5,-60.51686252,-79.65973151,2.5,-60.51686252,79.65973151,-2.5,-60.51686252,-79.65973151,-2.5,-60.51686252,79.65973151,-2.5,-30.25843126,-39.85486576,-2.5,-30.25843126,39.85486576,2.5,-45.38764689,-59.75729863,2.5,-45.38764689,59.75729863,0,-45.38764689,-59.75729863,0,-45.38764689,59.75729863,0,-30.25843126,-39.85486576,0,-30.25843126,39.85486576,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-29.34117741,-40.53574203,2.5,-29.34117741,40.53574203,1.25,-14.67058871,-20.29287102,1.25,-14.67058871,20.29287102,2.5,-58.68235482,-81.02148407,2.5,-58.68235482,81.02148407,-2.5,-58.68235482,-81.02148407,-2.5,-58.68235482,81.02148407,-2.5,-29.34117741,-40.53574203,-2.5,-29.34117741,40.53574203,2.5,-44.01176612,-60.77861305,2.5,-44.01176612,60.77861305,0,-44.01176612,-60.77861305,0,-44.01176612,60.77861305,0,-29.34117741,-40.53574203,0,-29.34117741,40.53574203,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-28.3440777,-41.23996552,2.5,-28.3440777,41.23996552,1.25,-14.17203885,-20.64498276,1.25,-14.17203885,20.64498276,2.5,-56.68815541,-82.42993103,2.5,-56.68815541,82.42993103,-2.5,-56.68815541,-82.42993103,-2.5,-56.68815541,82.42993103,-2.5,-28.3440777,-41.23996552,-2.5,-28.3440777,41.23996552,2.5,-42.51611656,-61.83494827,2.5,-42.51611656,61.83494827,0,-42.51611656,-61.83494827,0,-42.51611656,61.83494827,0,-28.3440777,-41.23996552,0,-28.3440777,41.23996552,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
2.5,0,-0.05,2.5,0,0.05,2.5,-27.26697681,-41.96076205,2.5,-27.26697681,41.96076205,1.25,-13.63348841,-21.00538102,1.25,-13.63348841,21.00538102,2.5,-54.53395363,-83.8715241,2.5,-54.53395363,83.8715241,-2.5,-54.53395363,-83.8715241,-2.5,-54.53395363,83.8715241,-2.5,-27.26697681,-41.96076205,-2.5,-27.26697681,41.96076205,2.5,-40.90046522,-62.91614307,2.5,-40.90046522,62.91614307,0,-40.90046522,-62.91614307,0,-40.90046522,62.91614307,0,-27.26697681,-41.96076205,0,-27.26697681,41.96076205,-2.5,0,-0.05,-2.5,0,0.05,-1.25,0,0,1.25,0,0
